progress,duration_in_seconds,finished,ic,ViS01,ViS02,ViS03,ViS04,ViS05,ViS06,ViS07,ViS08,ViS09,ViS10,ViS11,ViS12,ViS13,ViS14,ViS15,ViS16,ViS17,ViS18,ViS19,ViS20,ViS21,ViS22,ViS23,ViS24,ViS25,ViS26,ViS27,ViS28,ViS29,ViS30,ViS31,ViS32,ViS33,ViS34,ViS35,ViS36,SRS01,SRS02,SRS03,SRS04,SRS05,SRS06,SRS07,SRS08,SRS09,SRS10,SRS11,age,gender_identity,gender_lived,race_ethnicity,religious_affil,religious_serv,political_ideology,political_affiliation,education,sci_values,conclusion,pid,SRS_sum,disclosure,gender,pref,part_values,shared_values,METI01,METI02,METI03,METI04,METI05,METI06,METI07,METI08,METI09,METI10,METI11,METI12,METI13,METI14,meti_mean,meti_competence,meti_integrity,meti_benevolence
100,712,1,1,4,4,4,3,4,4,2,3,4,2,4,4,2,2,2,3,2,4,2,2,2,2,2,3,4,4,2,4,4,4,3,4,2,4,4,5,0,0,1,0,0,1,1,0,0,1,0,33,Woman/Female,Woman/Female,5,"6,9",1,3,1,3,economic growth,causes harm,dc10ecb869b6bf1a0eb7d83b091c4fc5680cecb94b8cd4a6d1914829,0.36363636363636365,TRUE,Woman/Female.Woman/Female,4,public health,FALSE,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
100,611,1,1,4,4,4,2,3,2,3,1,2,4,4,3,1,2,3,4,2,4,4,2,3,2,2,3,2,2,2,4,4,2,2,4,2,3,2,4,1,0,1,1,0,0,0,1,1,1,0,19,Woman/Female,Woman/Female,5,6,2,7,2,2,public health,causes harm,38697dffb165680bc12f423ff30a887a01a010f509a6ee65e48b481e,0.5454545454545454,TRUE,Woman/Female.Woman/Female,1,economic growth,FALSE,6,5,5,5,6,5,5,5,5,4,5,5,5,6,5.142857142857143,5.333333333333333,4.75,5.25
100,634,1,1,4,4,4,4,4,2,4,1,4,5,4,4,4,4,4,4,2,4,4,4,4,4,5,4,5,4,3,4,4,3,4,4,5,4,2,4,0,0,1,0,0,0,1,0,0,1,0,41,Woman/Female,Woman/Female,3,2,5,2,1,3,economic growth,does not cause harm,02adea323482ca5275d4c2d9cfe2e24947fbeea76f0c5264719d26c1,0.2727272727272727,TRUE,Woman/Female.Woman/Female,NA,NA,NA,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
100,1600,1,1,5,2,4,2,5,1,4,2,4,2,5,5,1,4,5,5,1,1,1,5,5,5,4,2,4,5,4,3,4,1,2,4,5,2,2,2,0,0,1,0,0,1,1,0,1,0,0,35,Man/Male,Man/Male,5,2,1,6,3,2,economic growth,causes harm,9129ffca21f3f1a93fcd34255ed3c3646e0c7c8daed17f38d6be7e9e,0.36363636363636365,FALSE,Man/Male.Man/Male,NA,NA,NA,5,4,5,5,4,5,5,4,5,5,6,6,5,4,4.857142857142857,4.666666666666667,4.75,5.25
100,795,1,1,2,4,4,4,4,2,4,2,3,4,2,3,2,4,4,4,2,4,4,4,2,4,4,3,3,4,4,4,4,2,2,4,4,3,4,NA,0,0,0,0,0,0,0,0,1,0,0,29,Man/Male,NA,5,2,4,7,1,3,economic growth,causes harm,991815a991a5c5d8006acf711c2daab19d16c9876f9181beed729927,0.09090909090909091,TRUE,NA,NA,NA,NA,5,5,4,4,3,3,4,4,5,5,4,3,3,5,4.071428571428571,4,4.5,3.75
100,1065,1,1,2,2,2,4,5,2,3,1,4,4,1,5,1,1,1,4,4,4,4,2,1,1,1,1,4,4,1,5,3,2,3,5,5,1,2,4,1,0,1,0,1,1,1,1,1,1,1,29,Man/Male,Man/Male,5,6,6,7,2,3,economic growth,causes harm,7ae4bf4763e2e9df38d89533471931d3c43a04cfe398d6e9ee5f54bb,0.8181818181818182,FALSE,Man/Male.Man/Male,1,economic growth,TRUE,5,6,5,4,5,4,7,5,5,5,4,5,5,5,5,4.833333333333333,5.5,4.75
100,2001,1,1,4,5,4,5,5,2,4,1,3,2,4,1,1,3,4,5,1,5,4,1,1,2,4,1,2,2,1,5,5,4,4,5,5,2,2,1,1,1,1,0,1,1,1,1,1,1,1,55,Woman/Female,Woman/Female,5,6,3,6,2,3,economic growth,does not cause harm,b71f423b43d7af10b2bd2e63813d874380a4a893547cb24cc4ded647,0.9090909090909091,FALSE,Woman/Female.Woman/Female,3,public health,FALSE,4,4,4,4,4,4,2,2,3,4,3,2,3,2,3.2142857142857144,4,2.75,2.5
100,2037,1,1,1,5,5,1,4,5,5,5,1,5,1,1,2,4,1,2,2,4,2,5,3,4,5,5,4,5,4,2,5,1,5,2,5,5,5,5,0,1,0,1,1,0,0,1,0,0,0,29,Man/Male,Man/Male,5,2,5,7,1,3,public health,does not cause harm,0242475c8521987f748e0985d6a91cc22d6c6aa649fb0e728fbd1fb5,0.36363636363636365,TRUE,Man/Male.Man/Male,NA,NA,NA,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
100,3494,1,1,4,4,4,3,4,3,4,2,2,4,2,4,2,2,4,2,2,2,2,4,4,2,4,4,4,4,4,3,4,4,2,5,2,3,2,3,1,1,1,0,1,1,1,1,0,1,1,29,Woman/Female,Woman/Female,5,7,1,1,3,3,public health,causes harm,9548dcc8559d4c44fa022c121ce452dae6e6d7491f07ba2c57dff8f7,0.8181818181818182,TRUE,Woman/Female.Woman/Female,3,public health,TRUE,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
100,778,1,1,4,4,2,3,3,4,3,2,2,4,3,3,2,2,3,3,2,4,2,4,4,2,3,3,4,4,2,3,3,3,4,4,2,4,3,4,1,0,1,0,1,0,1,0,1,0,0,28,Woman/Female,Woman/Female,5,8,2,3,1,3,public health,does not cause harm,7a37622724f05eaaef94fd550a944aa6976ccd417a3c00049cf5521d,0.45454545454545453,TRUE,Woman/Female.Woman/Female,3,public health,TRUE,5,6,6,6,6,6,5,6,4,6,4,6,5,4,5.357142857142857,5.833333333333333,5.25,4.75
100,547,1,1,4,4,2,2,4,3,4,2,2,3,2,3,2,4,3,2,2,3,3,3,2,4,4,4,4,4,4,4,3,4,3,4,3,4,2,4,1,1,1,1,1,1,1,1,1,0,1,61,Woman/Female,Woman/Female,"2,5",7,1,3,1,3,economic growth,does not cause harm,641f6e27ff131c44eabe25d633246b67768164658da1a95ed377c2c4,0.9090909090909091,TRUE,Woman/Female.Woman/Female,4,public health,FALSE,4,5,5,4,6,4,3,3,3,3,3,3,3,3,3.7142857142857144,4.666666666666667,3,3
100,586,1,1,5,5,3,1,2,4,4,2,2,2,1,2,1,1,3,2,5,4,2,5,4,2,4,4,5,5,5,3,3,1,4,5,1,5,4,5,0,0,0,0,0,0,1,0,0,0,1,32,Man/Male,Man/Male,5,7,1,3,1,2,economic growth,causes harm,5ff9ba677a83051586d30192fadc083c095c46643a5f5c8786a05998,0.18181818181818182,TRUE,Man/Male.Man/Male,4,public health,FALSE,5,5,6,5,6,5,5,4,4,4,4,4,4,4,4.642857142857143,5.333333333333333,4.25,4
100,830,1,1,2,4,4,4,5,4,4,1,3,3,4,4,2,4,2,5,2,4,4,2,4,4,5,1,2,2,4,4,4,5,5,2,2,4,4,5,1,0,1,0,0,0,1,0,1,0,0,29,Woman/Female,Woman/Female,5,2,2,5,2,2,economic growth,does not cause harm,1978c125fbfcb13e3a87f7ee0f1b1f779f54bb920b5d9dd90115c05f,0.36363636363636365,FALSE,Woman/Female.Woman/Female,NA,NA,NA,7,7,5,7,7,7,3,4,7,7,5,2,5,7,5.714285714285714,6.666666666666667,5.25,4.75
100,687,1,1,3,4,3,3,4,2,4,2,2,3,3,2,1,2,2,1,2,5,3,2,3,2,1,3,3,4,2,2,3,4,4,3,3,3,3,3,0,1,1,0,1,1,1,1,1,1,1,30,Woman/Female,Woman/Female,5,9,1,3,3,3,economic growth,causes harm,3f51340e471668054596e10408283ca171736078f2d392a6a2c938e3,0.8181818181818182,FALSE,Woman/Female.Woman/Female,2,economic growth,TRUE,5,5,5,5,5,5,6,4,5,5,5,5,5,5,5,5,5,5
100,692,1,1,5,4,4,2,4,5,2,1,2,4,4,3,1,2,4,4,5,4,2,4,2,1,1,2,2,4,2,3,4,4,4,5,1,3,2,4,1,1,1,0,1,1,1,0,1,1,0,19,Genderqueer/Gender non-binary/Gender fluid,Woman/Female & Genderqueer/Gender non-binary/Gender fluid,5,7,1,3,3,2,public health,causes harm,2b17e7593a1c1055796add158cb5a3712bf975611d5c67e3b8863f8e,0.7272727272727273,TRUE,Genderqueer/Gender non-binary/Gender fluid.Woman/Female & Genderqueer/Gender non-binary/Gender fluid,NA,NA,NA,5,6,6,5,6,6,5,4,5,4,5,7,7,6,5.5,5.666666666666667,4.5,6.25
100,929,1,1,4,4,4,3,3,3,5,1,2,1,2,5,1,4,2,3,1,5,4,3,2,4,4,3,5,4,4,4,4,4,4,4,2,4,3,4,0,0,1,1,0,0,0,0,0,0,0,19,Woman/Female,Woman/Female,5,7,1,3,3,2,economic growth,causes harm,37a816e4cd28204b979cebbc8b579a7daf015cb5e830ed5aa77b5906,0.18181818181818182,TRUE,Woman/Female.Woman/Female,NA,NA,NA,5,6,6,7,7,6,5,6,6,5,4,4,6,6,5.642857142857143,6.166666666666667,5.5,5
100,763,1,1,4,4,4,2,3,4,3,2,3,4,2,2,2,2,3,3,2,3,2,4,2,3,4,2,NA,4,2,2,3,4,3,4,3,4,2,3,1,1,1,1,1,1,1,1,1,0,1,20,Woman/Female,Woman/Female,5,7,1,1,1,2,public health,causes harm,4a8f8ed7d3883e114fc5d6a6da30e526850b95351ace59298a937934,0.9090909090909091,TRUE,Woman/Female.Woman/Female,NA,NA,NA,5,4,4,6,5,4,5,4,5,6,6,5,6,5,5,4.666666666666667,5,5.5
100,844,1,1,4,4,4,3,4,3,3,2,3,4,2,3,2,2,3,3,3,4,3,4,4,4,3,2,5,4,3,2,3,3,4,4,1,4,2,4,0,0,1,0,1,1,1,1,1,0,0,32,Woman/Female,Woman/Female,2,7,1,4,3,2,economic growth,does not cause harm,e4174cb50a4137e82f86b2210a5f09b9e9eb97dd2b79484c01201943,0.5454545454545454,FALSE,Woman/Female.Woman/Female,3,public health,FALSE,6,7,6,7,5,6,5,5,5,5,5,5,6,4,5.5,6.166666666666667,5,5
100,1100,1,1,4,5,3,3,3,2,4,1,4,4,5,3,1,2,5,4,3,5,2,2,2,1,5,4,2,4,1,5,5,5,1,4,2,5,4,4,0,1,0,1,1,0,0,0,1,0,0,20,Woman/Female,Woman/Female,4,7,1,1,5,2,economic growth,does not cause harm,7a17abb473cb03eecfa3673019d6792e7d629910ce136a07c227dc3a,0.36363636363636365,TRUE,Woman/Female.Woman/Female,4,public health,FALSE,5,4,4,6,7,4,4,5,1,1,2,1,3,2,3.5,5,2.75,2
100,908,1,1,5,4,5,5,4,4,3,1,4,4,1,5,1,5,4,4,2,1,2,2,2,1,3,1,3,5,2,5,5,4,3,5,2,4,1,5,1,1,1,1,1,1,1,1,1,1,0,38,Woman/Female,Woman/Female,5,7,1,3,1,3,economic growth,causes harm,be57109fce2874824ecc6887e755f639adc350a452b4bdfe80289f12,0.9090909090909091,FALSE,Woman/Female.Woman/Female,4,public health,FALSE,6,6,6,6,5,5,6,7,6,7,5,6,6,5,5.857142857142857,5.666666666666667,6.5,5.5
100,416,1,1,4,3,1,5,4,3,4,1,3,2,1,4,1,2,2,4,2,2,2,2,3,1,3,1,4,3,2,4,3,4,3,2,3,4,2,5,1,1,1,1,1,1,0,0,1,1,1,19,Man/Male,Man/Male,5,7,1,2,4,2,public health,causes harm,354b15d9928a17e4a4ecafedda04d1fe1f2002ef78eea17cfdbe78c9,0.8181818181818182,TRUE,Man/Male.Man/Male,2,economic growth,FALSE,6,6,7,6,6,5,6,4,6,3,5,5,5,6,5.428571428571429,6,4.75,5.25
100,653,1,1,4,2,2,3,4,3,4,2,3,4,4,4,1,2,2,3,3,4,2,2,3,2,3,2,4,2,2,4,3,2,3,3,3,3,3,4,0,1,0,1,1,0,0,1,1,0,0,56,Man/Male,Man/Male,2,7,1,4,3,3,public health,does not cause harm,c431ee59a8daab6a027d8c73fd3e4a32d16e9d280ccea662deca105d,0.45454545454545453,FALSE,Man/Male.Man/Male,2,economic growth,FALSE,4,6,6,6,6,5,5,3,4,4,4,3,4,3,4.5,5.5,4,3.5
100,334,1,1,4,4,4,3,4,4,3,1,3,3,2,3,1,2,3,4,2,4,2,2,2,2,4,3,3,4,2,3,4,4,2,3,2,4,2,4,1,1,1,0,1,1,0,0,0,0,1,30,Woman/Female,Woman/Female,2,7,1,2,3,2,public health,does not cause harm,754758fca9c3c4752c1763d58d6ac37eddbae1d591a51c98faa3f0ec,0.5454545454545454,TRUE,Woman/Female.Woman/Female,NA,NA,NA,5,5,5,5,5,5,5,4,5,5,5,5,5,4,4.857142857142857,5,4.75,4.75
100,654,1,1,4,4,4,5,5,3,5,2,5,4,2,4,1,5,4,4,2,4,2,5,2,3,4,2,4,5,1,4,4,4,5,4,5,4,2,2,0,0,0,0,0,0,1,0,0,0,0,40,Man/Male,Man/Male,3,6,4,2,1,3,economic growth,does not cause harm,7be0c36294772ef1b3fa3082857d40c890a86888c8094e501b2d8334,0.09090909090909091,TRUE,Man/Male.Man/Male,NA,NA,NA,6,6,6,5,6,6,3,4,3,4,3,4,5,4,4.642857142857143,5.833333333333333,3.5,4
100,593,1,1,3,4,2,1,4,5,4,1,1,1,2,1,1,2,1,2,1,5,2,5,2,4,5,2,4,5,4,4,5,5,4,4,1,4,1,2,0,0,0,1,0,1,0,1,1,0,0,20,Woman/Female,Woman/Female,5,7,1,2,1,2,economic growth,does not cause harm,906bb976d819eb50f49a0b5117a5a69baba8741de9e37dee1a1e7b5b,0.36363636363636365,FALSE,Woman/Female.Woman/Female,4,public health,FALSE,2,1,2,1,1,1,1,2,2,1,2,1,1,2,1.4285714285714286,1.3333333333333333,1.5,1.5
100,1326,1,1,4,4,4,3,4,2,2,2,2,4,3,4,2,3,4,4,2,2,2,2,2,2,4,2,4,4,4,2,3,4,4,3,2,4,2,4,0,0,1,0,1,1,1,1,0,0,1,67,Man/Male,Man/Male,3,2,5,2,1,2,economic growth,causes harm,53441fdda61bc7028136181186f17e6186d8ca33416b66907902e6be,0.5454545454545454,TRUE,Man/Male.Man/Male,4,public health,FALSE,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
100,821,1,1,4,4,2,3,4,2,4,2,3,4,1,4,2,2,2,3,2,4,2,4,2,2,4,4,4,5,3,2,4,4,4,4,2,4,3,5,1,1,1,0,1,1,0,1,0,0,0,31,Man/Male,Man/Male,5,7,1,3,1,3,economic growth,does not cause harm,cd4c247878918800ae03101dd5d1f1be122f29dd380288881a091351,0.5454545454545454,TRUE,Man/Male.Man/Male,3,public health,FALSE,5,6,5,6,5,6,4,4,4,4,4,4,4,4,4.642857142857143,5.5,4,4
100,745,1,1,4,3,2,2,5,2,2,1,2,2,2,4,2,2,2,4,2,2,2,2,2,4,4,2,4,4,1,2,4,2,4,5,2,4,3,5,1,1,0,0,1,1,0,0,1,0,0,64,Man/Male,Man/Male,3,6,6,4,3,3,public health,causes harm,c566126a7cd0afb8ffd6a3065ad0058d92070fe3f91afbff8901e4ab,0.45454545454545453,TRUE,Man/Male.Man/Male,3,public health,TRUE,7,7,7,7,7,7,6,7,7,7,7,7,6,6,6.785714285714286,7,6.75,6.5
100,1276,1,1,3,4,3,3,4,3,3,2,3,4,4,4,2,2,4,3,4,4,3,4,3,2,3,2,2,2,2,4,3,3,4,3,3,3,2,4,0,0,0,0,1,0,0,1,0,0,0,46,Woman/Female,Woman/Female,7,6,5,NA,3,2,public health,does not cause harm,48872fb8d2c60c212e0b21b01d3b26e798006808d9eb93eef918bebb,0.18181818181818182,TRUE,Woman/Female.Woman/Female,1,economic growth,FALSE,5,7,4,7,5,5,5,5,4,4,4,5,7,6,5.214285714285714,5.5,4.5,5.5
100,1496,1,1,4,4,4,2,3,2,3,2,2,4,2,4,2,2,3,3,3,3,2,4,4,3,3,3,4,4,3,3,3,4,2,4,2,2,4,4,1,1,1,1,0,1,1,1,1,1,0,28,Woman/Female,Woman/Female,5,7,1,2,1,2,public health,causes harm,f36160f1871f69d104bb3c0f539e99c8d434c9ca2b25f8599547f541,0.8181818181818182,FALSE,Woman/Female.Woman/Female,4,public health,TRUE,4,4,4,6,4,4,5,6,4,4,6,6,6,6,4.928571428571429,4.333333333333333,4.75,6
100,855,1,1,4,2,2,2,3,3,2,2,1,1,1,1,1,2,1,1,2,3,1,5,5,1,5,2,5,5,5,5,4,5,2,5,1,4,5,5,1,1,1,1,1,0,1,1,1,1,1,30,Woman/Female,Woman/Female,5,7,1,1,1,3,public health,causes harm,ed638728b290b27e1b58094493e6f93b3524609ac031a5f498ae85ac,0.9090909090909091,TRUE,Woman/Female.Woman/Female,4,public health,TRUE,4,4,4,7,4,7,4,4,4,4,4,4,4,4,4.428571428571429,5,4,4
100,852,1,1,5,5,4,3,3,3,4,2,2,5,1,3,1,2,4,3,1,4,2,4,2,2,1,2,4,4,1,4,5,4,3,4,1,2,2,4,1,0,1,0,1,0,1,1,1,0,0,31,Woman/Female,Woman/Female,5,8,1,2,1,2,public health,does not cause harm,92fc3096264bc9567748c4cacfa8d0cc28de1688d2cf616f56833211,0.5454545454545454,FALSE,Woman/Female.Woman/Female,4,public health,TRUE,4,4,4,2,3,3,5,3,3,3,3,3,3,3,3.2857142857142856,3.3333333333333335,3.5,3
100,871,1,1,4,5,2,3,5,3,2,2,3,2,2,5,2,2,4,3,2,3,2,4,2,3,4,3,1,3,2,5,5,5,3,4,1,1,3,5,1,0,1,1,1,1,1,1,1,0,1,24,Woman/Female,Woman/Female,5,"7,8",1,NA,4,3,economic growth,causes harm,0434412760ad5275b72fc246cabdf45b80cd1f1acc085ba1dbb7106d,0.8181818181818182,TRUE,Woman/Female.Woman/Female,4,public health,FALSE,7,7,6,7,7,6,7,7,7,6,3,3,3,7,5.928571428571429,6.666666666666667,6.75,4
100,209,1,1,3,4,5,5,5,5,5,5,5,4,5,4,4,3,5,3,4,5,3,4,NA,4,4,4,5,3,3,3,4,4,5,3,3,4,3,4,0,1,0,0,0,0,1,1,1,1,0,30,Man/Male,Man/Male,5,5,7,7,2,3,public health,does not cause harm,bd9c6e5637216cec023e09e89f3f2fc2a41e54f662f7003c02b77d16,0.45454545454545453,TRUE,Man/Male.Man/Male,NA,NA,NA,4,4,6,5,5,6,6,3,5,6,6,4,3,5,4.857142857142857,5,5,4.5
100,607,1,1,4,5,4,NA,2,2,5,2,1,5,2,1,2,5,2,4,2,2,4,2,2,2,4,4,4,NA,4,5,4,1,4,2,2,2,3,2,1,0,1,0,0,0,0,0,0,0,1,41,Woman/Female,Woman/Female,5,1,1,7,2,2,economic growth,causes harm,a563c92e29b0b2484ed2a680ff844d36f03c462d7090cf520f723854,0.2727272727272727,FALSE,Woman/Female.Woman/Female,1,economic growth,TRUE,6,6,6,6,5,6,7,5,7,6,7,7,7,7,6.285714285714286,5.833333333333333,6.25,7
100,2068,1,1,2,4,4,3,3,3,4,2,3,4,4,4,2,4,2,4,2,4,4,4,3,3,5,3,2,2,2,4,4,3,2,3,4,4,4,2,0,0,0,0,1,0,1,0,1,0,0,40,Man/Male,Man/Male,3,6,5,1,1,3,economic growth,causes harm,51bcd4fbfd8cc6991431558d40b6167f4bf65cb41f27802ee14593a8,0.2727272727272727,TRUE,Man/Male.Man/Male,NA,NA,NA,5,6,6,6,6,6,4,4,4,5,4,4,4,5,4.928571428571429,5.833333333333333,4.25,4.25
100,390,1,1,4,5,3,4,2,3,3,2,4,3,4,4,1,3,3,4,2,4,3,2,3,2,4,3,2,3,1,4,4,5,4,4,2,2,3,2,0,1,0,0,0,0,0,0,0,0,0,19,Genderqueer/Gender non-binary/Gender fluid,Woman/Female,3,7,2,3,1,2,public health,does not cause harm,395547b726f379ca5d1581020262bd852f6fc2a4c74874ba3e5c3b73,0.09090909090909091,FALSE,Genderqueer/Gender non-binary/Gender fluid.Woman/Female,4,public health,TRUE,2,2,3,2,3,2,3,2,1,2,3,1,2,1,2.0714285714285716,2.3333333333333335,2,1.75
100,759,1,1,1,5,1,5,5,3,1,5,4,2,5,3,3,5,2,5,1,5,5,1,1,2,5,3,3,2,1,5,5,5,5,2,5,2,5,2,1,1,0,0,0,0,1,0,0,0,0,62,Woman/Female,Woman/Female,5,7,2,4,2,2,economic growth,does not cause harm,3a69f45361ef40b123e19419535af4d056f86e52dcdb623cdd96573b,0.2727272727272727,TRUE,Woman/Female.Woman/Female,1,economic growth,TRUE,6,6,7,6,7,6,5,5,6,4,5,6,5,4,5.571428571428571,6.333333333333333,5,5
100,414,1,1,2,4,2,4,5,3,3,1,3,3,2,4,1,3,3,2,2,3,3,4,4,1,4,3,4,4,4,3,3,2,4,4,2,3,3,3,0,1,0,0,0,1,1,1,0,1,1,35,Man/Male,Man/Male,5,7,1,6,2,2,economic growth,causes harm,ea8fa1eccae925a9dd428002553653383871b23fa546b468056ce89f,0.5454545454545454,FALSE,Man/Male.Man/Male,NA,NA,NA,5,5,5,5,5,6,6,7,6,6,7,7,5,5,5.714285714285714,5.166666666666667,6.25,6
100,848,1,1,4,4,4,3,4,4,2,1,1,2,2,4,1,2,4,5,2,2,2,2,3,1,4,1,5,5,5,4,4,5,2,4,1,4,1,5,1,1,1,1,1,1,1,1,1,1,1,19,Man/Male,Man/Male,5,7,2,1,1,2,economic growth,causes harm,0b46d31433569afe41fc7421899eb6b403b2ad4500110fc1e4ee6f5e,1,TRUE,Man/Male.Man/Male,4,public health,FALSE,5,7,7,5,7,7,4,5,4,4,4,5,6,4,5.285714285714286,6.333333333333333,4.25,4.75
